word,up_count,down_count,total,up1,down1,p_score,polarity
줄다리기/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
공간/NNG,22.0,25.0,47.0,23.0,26.0,0.5775125030253038,Dovish
춘계/NNG,26.0,12.0,38.0,27.0,13.0,1.3558989201463654,Hawikish
위험관리/NNG,158.0,145.0,303.0,159.0,146.0,0.7109698295135812,Dovish
환산액/NNG,18.0,19.0,37.0,19.0,20.0,0.6201982097706522,Dovish
수장/NNG,16.0,2.0,18.0,17.0,3.0,3.6994279179302065,Hawikish
차원/NNG,184.0,177.0,361.0,185.0,178.0,0.6785137126408674,Dovish
와서/VV,9.0,11.0,20.0,10.0,12.0,0.5440335173426774,Dovish
일반기업/NNG,54.0,25.0,79.0,55.0,26.0,1.381008159408335,Hawikish
유동성/NNG;불안/NNG,6.0,10.0,16.0,7.0,11.0,0.4154437768798628,Dovish
좁혀/VV,57.0,49.0,106.0,58.0,50.0,0.757294656141007,Dovish
총대/NNG,24.0,10.0,34.0,25.0,11.0,1.4837277745709385,Hawikish
예외/NNG,25.0,28.0,53.0,26.0,29.0,0.5853050255548806,Dovish
상호저축은행/NNG,14.0,14.0,28.0,15.0,15.0,0.652840220811213,Dovish
시급/NNG,103.0,47.0,150.0,104.0,48.0,1.4144871450909615,Hawikish
마이너스금리/NNG,54.0,145.0,199.0,55.0,146.0,0.24593295989463498,Dovish
언론사/NNG,19.0,8.0,27.0,20.0,9.0,1.4507560462471398,Hawikish
미/NNG;국채/NNG;금리/NNG;하락/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
금융감독당국/NNG,7.0,14.0,21.0,8.0,15.0,0.3481814510993136,Dovish
전분/NNG,38.0,17.0,55.0,39.0,18.0,1.4144871450909615,Hawikish
플레이/NNG,12.0,14.0,26.0,13.0,15.0,0.5657948580363846,Dovish
학생/NNG,18.0,16.0,34.0,19.0,17.0,0.7296449526713557,Dovish
분사/NNG,7.0,8.0,15.0,8.0,9.0,0.580302418498856,Dovish
국과/NNG,40.0,37.0,77.0,41.0,38.0,0.704380238243677,Dovish
투자회사/NNG,21.0,7.0,28.0,22.0,8.0,1.7953106072308358,Hawikish
놓여/VV,19.0,29.0,48.0,20.0,30.0,0.43522681387414197,Dovish
만료/NNG,32.0,15.0,47.0,33.0,16.0,1.3464829554231266,Hawikish
들어와/VV,23.0,23.0,46.0,24.0,24.0,0.6528402208112128,Dovish
스태그플레이션/NNG,76.0,25.0,101.0,77.0,26.0,1.9334114231716693,Hawikish
채권/NNG;금리/NNG;상승/NNG,43.0,18.0,61.0,44.0,19.0,1.5118405113522826,Hawikish
지급보증/NNG,24.0,29.0,53.0,25.0,30.0,0.5440335173426775,Dovish
전망/NNG;성장/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
예상/NNG;성장/NNG,25.0,8.0,33.0,26.0,9.0,1.885982860121282,Hawikish
원할/VV,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
경기/NNG;부진/NNG;우려/NNG,11.0,11.0,22.0,12.0,12.0,0.6528402208112128,Dovish
경제/NNG;성장률/NNG;낮/VA,40.0,14.0,54.0,41.0,15.0,1.784429936883982,Hawikish
끼얹/VV,31.0,4.0,35.0,32.0,5.0,4.178177413191762,Hawikish
태/NNG,89.0,81.0,170.0,90.0,82.0,0.7165319496708434,Dovish
세계/NNG;경제/NNG;부진/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
조만간/MAG,82.0,72.0,154.0,83.0,73.0,0.7422703880456256,Dovish
누르/VV,19.0,4.0,23.0,20.0,5.0,2.6113608832448514,Hawikish
국제/NNG;유가/NNG;급락/NNG,4.0,14.0,18.0,5.0,15.0,0.21761340693707099,Dovish
폭탄/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
물류/NNG,39.0,17.0,56.0,40.0,18.0,1.4507560462471398,Hawikish
소유/NNG,82.0,36.0,118.0,83.0,37.0,1.4644794142521802,Hawikish
행태/NNG,59.0,62.0,121.0,60.0,63.0,0.6217525912487742,Dovish
과연/MAG,28.0,25.0,53.0,29.0,26.0,0.728167938597122,Dovish
대법원/NNG,8.0,14.0,22.0,9.0,15.0,0.39170413248672775,Dovish
금융규제/NNG,26.0,24.0,50.0,27.0,25.0,0.70506743847611,Dovish
고용/NNG;증가/NNG;둔화/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
족/NNG,8.0,9.0,17.0,9.0,10.0,0.5875561987300916,Dovish
자본이득/NNG,12.0,22.0,34.0,13.0,23.0,0.3689966465454682,Dovish
주대/NNG,16.0,14.0,30.0,17.0,15.0,0.7398855835860414,Dovish
통관기준/NNG,9.0,14.0,23.0,10.0,15.0,0.43522681387414197,Dovish
채/NNG,85.0,79.0,164.0,86.0,80.0,0.7018032373720539,Dovish
환자금/NNG,10.0,17.0,27.0,11.0,18.0,0.3989579127179635,Dovish
가계/NNG;대출/NNG;증가/NNG;확대/NNG,17.0,16.0,33.0,18.0,17.0,0.6912425867412842,Dovish
선진시장/NNG,19.0,7.0,26.0,20.0,8.0,1.6321005520280323,Hawikish
제로금리/NNG,35.0,56.0,91.0,36.0,57.0,0.4123201394597134,Dovish
하향/NNG;검토/NNG;부정적/VAX,14.0,21.0,35.0,15.0,22.0,0.4451183323712815,Dovish
드립니다/VV,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
고개/NNG,50.0,20.0,70.0,51.0,21.0,1.585469107684374,Hawikish
불편/NNG,64.0,28.0,92.0,65.0,29.0,1.4632625638872014,Hawikish
모회사/NNG,54.0,20.0,74.0,55.0,21.0,1.709819625934129,Hawikish
전망/NNG;상향/NNG;전망/NNG;하향/NNG,93.0,82.0,175.0,94.0,83.0,0.7393612139307713,Dovish
적극/NNG,121.0,116.0,237.0,122.0,117.0,0.6807393755467348,Dovish
신화/NNG,32.0,11.0,43.0,33.0,12.0,1.7953106072308354,Hawikish
금융시장/NNG;위축/NNG,21.0,2.0,23.0,22.0,3.0,4.787494952615561,Hawikish
느끼/VV,92.0,34.0,126.0,93.0,35.0,1.7346897295840804,Hawikish
지수/NNG;급락/NNG,6.0,9.0,15.0,7.0,10.0,0.456988154567849,Dovish
낙찰금액/NNG,5.0,15.0,20.0,6.0,16.0,0.24481508280420483,Dovish
노트/NNG,12.0,5.0,17.0,13.0,6.0,1.4144871450909615,Hawikish
생존/NNG,13.0,17.0,30.0,14.0,18.0,0.507764616186499,Dovish
포지션/NNG,127.0,114.0,241.0,128.0,115.0,0.7266395501203066,Dovish
비즈/NNG,50.0,23.0,73.0,51.0,24.0,1.3872854692238274,Hawikish
함/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
마크/NNG,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
장려/NNG,19.0,29.0,48.0,20.0,30.0,0.43522681387414197,Dovish
다수당/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
진공/NNG,19.0,22.0,41.0,20.0,23.0,0.5676871485314895,Dovish
무장/NNG,24.0,7.0,31.0,25.0,8.0,2.0401256900350404,Hawikish
켠/VV,16.0,1.0,17.0,17.0,2.0,5.54914187689531,Hawikish
경제/NNG;활동/NNG;제약/NNG,25.0,11.0,36.0,26.0,12.0,1.4144871450909615,Hawikish
됩니다/XSV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
모여/VV,4.0,11.0,15.0,5.0,12.0,0.2720167586713387,Dovish
양립/NNG,13.0,13.0,26.0,14.0,14.0,0.652840220811213,Dovish
지준/NNG;감소/NNG,24.0,26.0,50.0,25.0,27.0,0.6044816859363082,Dovish
금리/NNG;예금/NNG;금리/NNG;한계/NNG,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
물가/NNG;상승률/NNG;상회/NNG,20.0,4.0,24.0,21.0,5.0,2.7419289274070944,Hawikish
일용직/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
강진/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
호실적/NNG,55.0,25.0,80.0,56.0,26.0,1.4061173986703048,Hawikish
대출/NNG;늘/VV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
생산/NNG;감소/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
고용/NNG;안정/NNG,12.0,15.0,27.0,13.0,16.0,0.5304326794091105,Dovish
물러나/VV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
협정/NNG,13.0,17.0,30.0,14.0,18.0,0.507764616186499,Dovish
기업/NNG;신용위험/NNG,5.0,15.0,20.0,6.0,16.0,0.24481508280420483,Dovish
진국/NNG,13.0,20.0,33.0,14.0,21.0,0.43522681387414197,Dovish
캠코/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
비경제활동인구/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
모기업/NNG,20.0,6.0,26.0,21.0,7.0,1.9585206624336389,Hawikish
부정적/VAX;충격/NNG,6.0,11.0,17.0,7.0,12.0,0.3808234621398742,Dovish
기업경영분석/NNG,14.0,3.0,17.0,15.0,4.0,2.4481508280420488,Hawikish
한쪽/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
주민/NNG,24.0,11.0,35.0,25.0,12.0,1.3600837933566936,Hawikish
지원자금/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
긴축/NNG;부담/NNG,31.0,10.0,41.0,32.0,11.0,1.8991715514508012,Hawikish
진짜/MAG,41.0,13.0,54.0,42.0,14.0,1.9585206624336389,Hawikish
모범/NNG,13.0,12.0,25.0,14.0,13.0,0.7030586993351524,Dovish
잠정/NNG,137.0,67.0,204.0,138.0,68.0,1.3248816245874615,Hawikish
진작/NNG,49.0,63.0,112.0,50.0,64.0,0.5100314225087601,Dovish
경제/NNG;체질/NNG;개선/NNG,7.0,12.0,19.0,8.0,13.0,0.40174782819151567,Dovish
가액/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
인플레이션/NNG;압력/NNG,54.0,25.0,79.0,55.0,26.0,1.381008159408335,Hawikish
개발센터/NNG,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
폭격/NNG,47.0,4.0,51.0,48.0,5.0,6.267266119787643,Hawikish
간단/NNG,10.0,16.0,26.0,11.0,17.0,0.4224260252307849,Dovish
머리/NNG,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
지준부리/NNG,3.0,12.0,15.0,4.0,13.0,0.20087391409575783,Dovish
공공요금/NNG;인상/NNG,46.0,17.0,63.0,47.0,18.0,1.7046383543403894,Hawikish
쫓/VV,26.0,12.0,38.0,27.0,13.0,1.3558989201463654,Hawikish
기대/NNG;되돌/VV,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
취득세/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
기업수/NNG,18.0,20.0,38.0,19.0,21.0,0.5906649616863354,Dovish
바꿨/VV,8.0,7.0,15.0,9.0,8.0,0.7344452484126146,Dovish
베버리지곡선/NNG,15.0,2.0,17.0,16.0,3.0,3.4818145109931358,Hawikish
줄줄이/MAG,62.0,21.0,83.0,63.0,22.0,1.8694969959593826,Hawikish
만일/NNG,39.0,47.0,86.0,40.0,48.0,0.5440335173426774,Dovish
동종/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
정액/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
수수료/NNG,68.0,68.0,136.0,69.0,69.0,0.6528402208112128,Dovish
하폭/NNG,36.0,33.0,69.0,37.0,34.0,0.7104437697063201,Dovish
fx스왑/NNG,18.0,17.0,35.0,19.0,18.0,0.6891091219673915,Dovish
챌린지/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
년차/NNG,3.0,16.0,19.0,4.0,17.0,0.15360946372028542,Dovish
대출/NNG;축소/NNG,20.0,7.0,27.0,21.0,8.0,1.713705579629434,Hawikish
긍정적/VAX;효과/NNG,33.0,32.0,65.0,34.0,33.0,0.6726232578054921,Dovish
대외/NNG;여건/NNG;불확실성/NNG,11.0,16.0,27.0,12.0,17.0,0.46082839116085617,Dovish
유동화/NNG,176.0,160.0,336.0,177.0,161.0,0.7177187520719546,Dovish
고점/NNG;하락/NNG,20.0,2.0,22.0,21.0,3.0,4.5698815456784905,Hawikish
단/NNG,87.0,79.0,166.0,88.0,80.0,0.7181242428923342,Dovish
면밀/NNG,74.0,64.0,138.0,75.0,65.0,0.7532771778590918,Dovish
법원/NNG,30.0,26.0,56.0,31.0,27.0,0.7495572905610223,Dovish
신용스프레드/NNG;상승/NNG,27.0,13.0,40.0,28.0,14.0,1.305680441622426,Hawikish
광역/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
초중/NNG,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
변동성지수/NNG,55.0,25.0,80.0,56.0,26.0,1.4061173986703048,Hawikish
펀더멘털/NNG;불확실성/NNG,13.0,6.0,19.0,14.0,7.0,1.305680441622426,Hawikish
재부/NNG,21.0,9.0,30.0,22.0,10.0,1.4362484857846685,Hawikish
하순/NNG,55.0,49.0,104.0,56.0,50.0,0.7311810473085585,Dovish
돌아온/VV,14.0,12.0,26.0,15.0,13.0,0.7532771778590919,Dovish
서부텍사스산원유/NNG,118.0,42.0,160.0,119.0,43.0,1.8066973552682404,Hawikish
상호/MAG,9.0,14.0,23.0,10.0,15.0,0.43522681387414197,Dovish
늠/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
현저/NNG,27.0,24.0,51.0,28.0,25.0,0.7311810473085585,Dovish
한파/NNG,35.0,15.0,50.0,36.0,16.0,1.4688904968252292,Hawikish
낮/VA;성장/NNG;둔화/NNG,13.0,4.0,17.0,14.0,5.0,1.827952618271396,Hawikish
분해/NNG,54.0,52.0,106.0,55.0,53.0,0.6774757008418247,Dovish
역동/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
수령/NNG,15.0,17.0,32.0,16.0,18.0,0.580302418498856,Dovish
지출/NNG;감소/NNG,17.0,8.0,25.0,18.0,9.0,1.305680441622426,Hawikish
기구/NNG,69.0,73.0,142.0,70.0,74.0,0.617551560226823,Dovish
공정률/NNG,13.0,3.0,16.0,14.0,4.0,2.2849407728392457,Hawikish
물산/NNG,51.0,62.0,113.0,52.0,63.0,0.5388522457489376,Dovish
비내구재/NNG,40.0,18.0,58.0,41.0,19.0,1.408760476487354,Hawikish
등록금/NNG,4.0,12.0,16.0,5.0,13.0,0.2510923926196973,Dovish
비주류/NNG,25.0,8.0,33.0,26.0,9.0,1.885982860121282,Hawikish
저유가/NNG,11.0,24.0,35.0,12.0,25.0,0.31336330598938217,Dovish
자본증권/NNG,7.0,12.0,19.0,8.0,13.0,0.40174782819151567,Dovish
전망/NNG;안정/NNG;긍정적/VAX;상향/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
개관/NNG,5.0,10.0,15.0,6.0,11.0,0.3560946658970252,Dovish
사망/NNG,32.0,35.0,67.0,33.0,36.0,0.5984368690769452,Dovish
재가동/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
관할/NNG,18.0,5.0,23.0,19.0,6.0,2.067327365902174,Hawikish
수취/NNG,26.0,47.0,73.0,27.0,48.0,0.36722262420630725,Dovish
띠/VV,28.0,12.0,40.0,29.0,13.0,1.456335877194244,Hawikish
元/NNG,16.0,5.0,21.0,17.0,6.0,1.8497139589651033,Hawikish
모색/NNG,93.0,85.0,178.0,94.0,86.0,0.7135695436773722,Dovish
보유기간/NNG,20.0,25.0,45.0,21.0,26.0,0.5272940245013643,Dovish
확고히/MAG,24.0,8.0,32.0,25.0,9.0,1.813445057808925,Hawikish
통로/NNG,15.0,7.0,22.0,16.0,8.0,1.305680441622426,Hawikish
무력화/NNG,8.0,12.0,20.0,9.0,13.0,0.45196630671545507,Dovish
논쟁/NNG,48.0,23.0,71.0,49.0,24.0,1.3328821174895598,Hawikish
병/NNG,29.0,14.0,43.0,30.0,15.0,1.305680441622426,Hawikish
격한/VA,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
인상기/NNG,102.0,34.0,136.0,103.0,35.0,1.9212155069587125,Hawikish
전파/NNG,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
집행/NNG,190.0,185.0,375.0,191.0,186.0,0.6703896891125897,Dovish
소비/NNG;줄/VV,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
키스/NNG,20.0,21.0,41.0,21.0,22.0,0.6231656653197941,Dovish
수출/NNG;증가/NNG;둔화/NNG,13.0,18.0,31.0,14.0,19.0,0.481040162702999,Dovish
재무/NNG;위험/NNG,19.0,3.0,22.0,20.0,4.0,3.2642011040560646,Hawikish
강연/NNG,10.0,15.0,25.0,11.0,16.0,0.44882765180770895,Dovish
엠파이어스테이트/NNG,57.0,26.0,83.0,58.0,27.0,1.4023975113722351,Hawikish
경제/NNG;예상/NNG;양호/NNG,24.0,10.0,34.0,25.0,11.0,1.4837277745709385,Hawikish
미확정/NNG,18.0,25.0,43.0,19.0,26.0,0.4770755459774248,Dovish
전력공사/NNG,15.0,28.0,43.0,16.0,29.0,0.36018770803377265,Dovish
경제정책/NNG,68.0,71.0,139.0,69.0,72.0,0.6256385449440791,Dovish
미/NNG;금리/NNG;상승/NNG,14.0,15.0,29.0,15.0,16.0,0.6120377070105122,Dovish
정확/VAX,59.0,52.0,111.0,60.0,53.0,0.7390644009183542,Dovish
균형재정/NNG,7.0,10.0,17.0,8.0,11.0,0.4747928878627003,Dovish
보통/NNG,79.0,35.0,114.0,80.0,36.0,1.4507560462471398,Hawikish
증진/NNG,9.0,9.0,18.0,10.0,10.0,0.6528402208112128,Dovish
엔원/NNG,28.0,12.0,40.0,29.0,13.0,1.456335877194244,Hawikish
우시/NNG,6.0,16.0,22.0,7.0,17.0,0.2688165615104995,Dovish
소비/NNG;늘/VV,8.0,15.0,23.0,9.0,16.0,0.3672226242063073,Dovish
상방/NNG;위험/NNG,51.0,22.0,73.0,52.0,23.0,1.4759865861818728,Hawikish
합의/NNG,135.0,129.0,264.0,136.0,130.0,0.6829713079255766,Dovish
환율효과/NNG,18.0,5.0,23.0,19.0,6.0,2.067327365902174,Hawikish
위험자산/NNG;선호/NNG,12.0,13.0,25.0,13.0,14.0,0.6062087764675549,Dovish
인플레이션/NNG;높/VA,40.0,9.0,49.0,41.0,10.0,2.676644905325973,Hawikish
달러자산/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
서도/NNG,18.0,8.0,26.0,19.0,9.0,1.378218243934783,Hawikish
다각도/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
탄탄/NNG,121.0,45.0,166.0,122.0,46.0,1.731445803021043,Hawikish
견이/NNG,15.0,6.0,21.0,16.0,7.0,1.4922062189970582,Hawikish
퀄컴/NNG,16.0,2.0,18.0,17.0,3.0,3.6994279179302065,Hawikish
청취/NNG,5.0,11.0,16.0,6.0,12.0,0.3264201104056064,Dovish
시간외거래/NNG,22.0,2.0,24.0,23.0,3.0,5.005108359552633,Hawikish
높/VA;인플레이션/NNG;압력/NNG,14.0,4.0,18.0,15.0,5.0,1.9585206624336386,Hawikish
신용경로/NNG,8.0,13.0,21.0,9.0,14.0,0.4196829990929226,Dovish
정밀/NNG,64.0,55.0,119.0,65.0,56.0,0.7577609705844436,Dovish
과도/NNG;긴축/NNG,20.0,8.0,28.0,21.0,9.0,1.5232938485594971,Hawikish
임계점/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
하향/NNG;전망/NNG;상향/NNG,92.0,82.0,174.0,93.0,83.0,0.7314956691017206,Dovish
민자발전/NNG,55.0,50.0,105.0,56.0,51.0,0.7168441640279986,Dovish
중소기업/NNG;대출/NNG;증가/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
치는/XSV,33.0,14.0,47.0,34.0,15.0,1.4797711671720828,Hawikish
관사/NNG,10.0,10.0,20.0,11.0,11.0,0.652840220811213,Dovish
빈/VV,43.0,15.0,58.0,44.0,16.0,1.7953106072308358,Hawikish
심리/NNG;호전/NNG,8.0,8.0,16.0,9.0,9.0,0.652840220811213,Dovish
언더/NNG,72.0,76.0,148.0,73.0,77.0,0.6189264431067343,Dovish
일자리/NNG,125.0,111.0,236.0,126.0,112.0,0.7344452484126146,Dovish
파업/NNG,59.0,22.0,81.0,60.0,23.0,1.7030614455944686,Hawikish
코퍼레이션/NNG,76.0,99.0,175.0,77.0,100.0,0.502686970024634,Dovish
충실히/MAG,8.0,14.0,22.0,9.0,15.0,0.39170413248672775,Dovish
개별소비세/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
태세/NNG,13.0,16.0,29.0,14.0,17.0,0.537633123020999,Dovish
소기업/NNG,39.0,19.0,58.0,40.0,20.0,1.3056804416224257,Hawikish
대출/NNG;금리/NNG;인하/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
신인도/NNG,21.0,19.0,40.0,22.0,20.0,0.7181242428923342,Dovish
숏포지션/NNG,15.0,3.0,18.0,16.0,4.0,2.611360883244852,Hawikish
살짝/MAG,8.0,10.0,18.0,9.0,11.0,0.5341419988455378,Dovish
하락/NNG;크/VV,10.0,11.0,21.0,11.0,12.0,0.5984368690769452,Dovish
야정/NNG,3.0,12.0,15.0,4.0,13.0,0.20087391409575783,Dovish
재투자/NNG;종료/NNG,15.0,14.0,29.0,16.0,15.0,0.6963629021986272,Dovish
사들인/VV,16.0,7.0,23.0,17.0,8.0,1.3872854692238274,Hawikish
유안/NNG,9.0,27.0,36.0,10.0,28.0,0.23315722171829031,Dovish
시사점/NNG,40.0,54.0,94.0,41.0,55.0,0.4866627100592678,Dovish
바젤/NNG,7.0,9.0,16.0,8.0,10.0,0.5222721766489703,Dovish
권역/NNG,22.0,25.0,47.0,23.0,26.0,0.5775125030253038,Dovish
롤/NNG,6.0,19.0,25.0,7.0,20.0,0.2284940772839245,Dovish
도구/NNG,60.0,57.0,117.0,61.0,58.0,0.6866078184393791,Dovish
랜드/NNG,14.0,5.0,19.0,15.0,6.0,1.6321005520280323,Hawikish
수축국면/NNG,22.0,10.0,32.0,23.0,11.0,1.3650295526052634,Hawikish
상했/VV,23.0,10.0,33.0,24.0,11.0,1.4243786635881008,Hawikish
정책수단/NNG,35.0,83.0,118.0,36.0,84.0,0.27978866606194835,Dovish
정전/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
컨소시엄/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
송주/NNG,16.0,14.0,30.0,17.0,15.0,0.7398855835860414,Dovish
서류/NNG,11.0,12.0,23.0,12.0,13.0,0.6026217422872734,Dovish
입금/NNG,22.0,19.0,41.0,23.0,20.0,0.7507662539328949,Dovish
야당/NNG,48.0,22.0,70.0,49.0,23.0,1.3908335139021493,Hawikish
에버/NNG,22.0,9.0,31.0,23.0,10.0,1.5015325078657897,Hawikish
가수요/NNG,24.0,26.0,50.0,25.0,27.0,0.6044816859363082,Dovish
무색/NNG,19.0,9.0,28.0,20.0,10.0,1.3056804416224257,Hawikish
국제/NNG;유가/NNG;안정/NNG,10.0,9.0,19.0,11.0,10.0,0.7181242428923342,Dovish
약점/NNG,10.0,13.0,23.0,11.0,14.0,0.5129458877802388,Dovish
이듬해/NNG,16.0,3.0,19.0,17.0,4.0,2.774570938447655,Hawikish
부채/NNG;부담/NNG;증가/NNG,4.0,11.0,15.0,5.0,12.0,0.2720167586713387,Dovish
뚫/VV,41.0,15.0,56.0,42.0,16.0,1.713705579629434,Hawikish
총회/NNG,35.0,6.0,41.0,36.0,7.0,3.357463992743381,Hawikish
편안/NNG,30.0,8.0,38.0,31.0,9.0,2.248671871683067,Hawikish
고르/VA,22.0,7.0,29.0,23.0,8.0,1.8769156348322373,Hawikish
경기/NNG;충격/NNG,18.0,28.0,46.0,19.0,29.0,0.42772290329010504,Dovish
수순/NNG,17.0,20.0,37.0,18.0,21.0,0.5595773321238967,Dovish
볼드체/NNG,13.0,21.0,34.0,14.0,22.0,0.4154437768798628,Dovish
gni/NNG,14.0,15.0,29.0,15.0,16.0,0.6120377070105122,Dovish
자본이익/NNG,7.0,17.0,24.0,8.0,18.0,0.290151209249428,Dovish
가계/NNG;대출/NNG;감소/NNG,39.0,11.0,50.0,40.0,12.0,2.1761340693707094,Hawikish
보편/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
외무/NNG,14.0,1.0,15.0,15.0,2.0,4.8963016560840975,Hawikish
러브/NNG,9.0,8.0,17.0,10.0,9.0,0.7253780231235699,Dovish
기자단/NNG,16.0,0.0,16.0,17.0,1.0,11.09828375379062,Hawikish
대동소이/NNG,15.0,4.0,19.0,16.0,5.0,2.089088706595881,Hawikish
변변/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
덕/NNG,36.0,7.0,43.0,37.0,8.0,3.01938602125186,Hawikish
사기/NNG,103.0,48.0,151.0,104.0,49.0,1.3856200604972684,Hawikish
상장주식/NNG,12.0,3.0,15.0,13.0,4.0,2.121730717636442,Hawikish
시키/XSV,102.0,39.0,141.0,103.0,40.0,1.6810635685888733,Hawikish
토대/NNG,81.0,72.0,153.0,82.0,73.0,0.7333273713221844,Dovish
위험요인/NNG,82.0,80.0,162.0,83.0,81.0,0.6689597324361811,Dovish
수수/NNG,24.0,10.0,34.0,25.0,11.0,1.4837277745709385,Hawikish
개장후/NNG,11.0,5.0,16.0,12.0,6.0,1.3056804416224257,Hawikish
금융시스템/NNG,80.0,81.0,161.0,81.0,82.0,0.6448787547037591,Dovish
노인/NNG,13.0,5.0,18.0,14.0,6.0,1.523293848559497,Hawikish
어음/NNG,29.0,30.0,59.0,30.0,31.0,0.6317808588495609,Dovish
수출/NNG;증가율/NNG;낮/VA,16.0,2.0,18.0,17.0,3.0,3.6994279179302065,Hawikish
만기상환/NNG,22.0,10.0,32.0,23.0,11.0,1.3650295526052634,Hawikish
곤란/NNG,20.0,22.0,42.0,21.0,23.0,0.596071505958064,Dovish
의대/NNG,22.0,30.0,52.0,23.0,31.0,0.48436532511799674,Dovish
투자심리/NNG;회복/NNG,21.0,20.0,41.0,22.0,21.0,0.6839278503736517,Dovish
설문/NNG,17.0,18.0,35.0,18.0,19.0,0.61848020918957,Dovish
회색/NNG,23.0,3.0,26.0,24.0,4.0,3.9170413248672773,Hawikish
세법/NNG,14.0,2.0,16.0,15.0,3.0,3.2642011040560646,Hawikish
워크아웃/NNG,42.0,51.0,93.0,43.0,52.0,0.5398486441323491,Dovish
오름/NNG,405.0,189.0,594.0,406.0,190.0,1.3950164718386973,Hawikish
자/NNG,26.0,12.0,38.0,27.0,13.0,1.3558989201463654,Hawikish
경제/NNG;통화/NNG;긴축/NNG,11.0,10.0,21.0,12.0,11.0,0.7121893317940504,Dovish
소비자/NNG;물가/NNG;상승률/NNG;낮/VA,12.0,23.0,35.0,13.0,24.0,0.3536217862727404,Dovish
패시브/NNG,11.0,4.0,15.0,12.0,5.0,1.5668165299469108,Hawikish
비로소/MAG,18.0,7.0,25.0,19.0,8.0,1.5504955244266307,Hawikish
정보기술/NNG,27.0,11.0,38.0,28.0,12.0,1.523293848559497,Hawikish
로리/NNG,18.0,6.0,24.0,19.0,7.0,1.7719948850590066,Hawikish
편향/NNG,10.0,16.0,26.0,11.0,17.0,0.4224260252307849,Dovish
